Temp Full-Stack Work Needed,Hourly: $15-$32,N/A,"Data Analytics
TypeScript
Database Development
Node.js",N/A
Technical Writer - SaaS Help Docs,Hourly: $25-$40,N/A,"Help System
MadCap Software
Technical Writing
Tech & IT
User Manual
FAQ
Technical Documentation",N/A
Statistician needed for 1-2hr consultancy,Hourly: $50-$100,N/A,"Data Analysis
Statistical Analysis
Statistics
SAS
RStudio
Biostatistics",N/A
Machine Learning Engineer to create an algorithm that can detect specific faces and blur them out.,Hourly,N/A,"Computer Vision
Facial Recognition
Artificial Intelligence",N/A
Need a PDF SSRS report,Hourly,N/A,"Data Visualization
Microsoft SQL Server Reporting Services
SQL
SQL Server Reporting Services
PDF
Jaspersoft Studio
Microsoft SQL Server",N/A
Web scraping - lead generation,Fixed-price,N/A,"Data Scraping
Web Scraping
Lead Generation
List Building
Prospect List",N/A
Automated Trading Data Reconciliation Tool,Hourly,N/A,JDeveloper,N/A
Data scraping expert to get contact info from speaker website,Fixed-price,N/A,"Data Scraping
Data Mining
Lead Generation
List Building",N/A
Web scraper needed to find historical footage,Hourly,N/A,"Data Scraping
Python",N/A
GTM - iframe event tracking,Hourly: $20-$75,N/A,"Google Tag Manager
Google Analytics",N/A
Create Customer Journey Report/Exploration in GA4 to Show Where Users are Converting,Fixed-price,N/A,"Data Extraction
Data Scraping
Microsoft Excel
Python
Python Script",N/A
Need Program or Script to Compile Data from Multiple Excel files/sheets,Hourly: $30-$60,N/A,Adobe Photoshop,N/A
AI generated images,Hourly: $12-$16,N/A,"Data Entry
Data Analysis
Deep Learning Modeling
Microsoft Excel
Statistics",N/A
Data Separation and Analysis,Hourly: $63-$146,N/A,"Academic Writing
Research Papers
Statistics
Mathematica
Bioinformatics",N/A
Epidemiologist to be technical expert for an interview,Hourly: $50-$80,N/A,"Data Science
Machine Learning
Python
Mathematics",N/A
Largescale machine learning project - Math,Fixed-price,N/A,N/A,N/A
Voice Cloning - AI/ML Engineer for Voice 2 Voice Training,Hourly,N/A,"PyTorch
OpenCV
Chatbot
TensorFlow
Image Processing
AI Model Integration
Machine Learning
Artificial Intelligence
Computer Vision
Python",N/A
Web Scraping - Google Merchant,Fixed-price,N/A,"Data Mining
Data Scraping
Data Extraction
Python
Web Crawling",N/A
Freelancer In Product Analyst,Hourly,N/A,"Data Entry
Data Analysis
Product Management
Microsoft Excel
Project Management",N/A
Video Editing and Data Mining Job,Hourly: $6-$15,N/A,"Data Entry
Python
Microsoft Excel",N/A
Looking for an excel expert,Hourly: $5-$10,N/A,"Data Analytics
Data Entry
Data Analysis
Microsoft Excel",N/A
Google Analytics setup,Hourly: $17-$50,N/A,"Google Analytics
Google Tag Manager
Google Ads
Google Analytics API
PPC Campaign Setup & Management",N/A
Data Scraping from Multiple Sources,Hourly: $10-$30,N/A,"Data Scraping
Data Extraction",N/A
Scientific Researcher - College Student,Fixed-price,N/A,"Health Science
Science
Science & Medicine
Social Media Marketing
Human Body
Health & Fitness
Health
Research Interviews
Communications
Health & Wellness",N/A
Influencer for Genetic Body Composition Science,Fixed-price,N/A,"Science
Health Science
Digital Marketing
Human Body
Health & Fitness
Video Camera
Health & Wellness
Health
Influencer Marketing
TikTok",N/A
Share Your Scientific Body Composition Story,Fixed-price,N/A,"Science
Human Body
Video Editing
Education
Video Production
Social Media Marketing
Instagram
Health & Fitness
Health & Wellness",N/A
"Diet, Exercise, Lifestyle Health Influencer Collaboration for Science",Fixed-price,N/A,"Human Body
Health & Fitness
Health & Wellness
Research Interviews
Instagram
Social Media Marketing
Digital Marketing
Video Editing
Video Production",N/A
Looker (Data) Studio for Rankings Data and Analytics,Fixed-price,N/A,"Looker Studio
BigQuery",N/A
Largescale machine learning project,Fixed-price,N/A,"Data Science
Machine Learning
Python",N/A
Business Analyst,Hourly: $50-$120,N/A,"Data Analysis
Business Modeling
Business Process Reengineering
Business Analysis
Business Intelligence
Market Trends",N/A
Data Scraping,Hourly,N/A,"Data Scraping
Python",N/A
Python Computer Vision Programmer,Hourly,N/A,"Python
Machine Learning
OpenCV
TensorFlow
Computer Vision
Pygame",N/A
Telegram web scraping bot fixing,Fixed-price,N/A,"Data Scraping
Python
API",N/A
"Statistician/analyst to help clean and analyze data, and automate reports",Hourly: $40-$75,N/A,"Data Analysis
Stata
Python
Report
Presentations
Statistics",N/A
Build AI w/reinforcement learning to play a game,Hourly: $10-$40,N/A,"Machine Learning
Python
Artificial Intelligence
Neural Network
Game Development",N/A
"Program Compliance: Tracking data, organizing & compiling regulatory reports",Hourly: $10-$15,N/A,"Data Entry
Google Sheets
Administrative Support
Accuracy Verification
Compliance",N/A
Statistical Analysis of fMRI Text File Data (Text Mining) (Chi-Squared) (P-Value) (Matlab)(Python),Hourly,N/A,"Data Analysis Expressions
Data Analysis
Data Science
Data Mining
Report
Python
Statistics
R
Quantitative Analysis
Statistical Analysis
Stata
SAS
Text Analysis",N/A
YouTube Data/Reporting API Expert,Hourly: $40-$75,N/A,"API
API Development
PHP
Python
JavaScript",N/A
Google Tag Manager and Analytics Expert,Hourly: $40-$100,N/A,"Google Tag Manager
Google Analytics
Google Ads
Analytics
Marketing Analytics
Social Media Ad Campaign
Analytics Dashboard",N/A
Bayesian STAN model,Fixed-price,N/A,"R
Python",N/A
Create Data Extraction Program To Export Info From PDF Purchase Orders via Mac or Website,Hourly: $8-$25,N/A,"Data Entry
Microsoft Excel
PDF Conversion
Automation
Adobe Acrobat",N/A
I need specialist in (academic publication + deep learning + NLP),Hourly,N/A,"Deep Learning
Natural Language Processing
Publishing",N/A
Enhanced DL/ML for reinforcement Mobile Edge Computing performance,Fixed-price,N/A,"Python
Deep Learning
Machine Learning
Edge Computing",N/A
Need of a data scientist or evaluation person that can take raw data and measure it,Hourly: $25-$40,N/A,"Data Analysis
Data Science
Statistics
Quantitative Analysis",N/A
Video Detection Tool,Fixed-price,N/A,"Python
Machine Learning
C++
TensorFlow
Computer Vision",N/A
A biostatistician for meta-analysis in R is needed for analyzing 70 biomarkers in a review paper.,Hourly: $75-$125,N/A,"Data Science
Data Analysis
Statistics
R
Research Papers
Academic Writing",N/A
Bi Developer - Expert,Hourly: $60,N/A,"SQL
Business Intelligence
Microsoft Power BI",N/A
Analytics & Tag Superstar - GA4/GTM/LookerStudio/WebmasterTools,Hourly: $10-$25,N/A,"Google Analytics
Google Tag Manager
Meta Tag Optimization
Pixel Setup & Optimization",N/A
CTO for generative AI 3D modelling software,Hourly,N/A,"Artificial Intelligence
Machine Learning
Computer Vision
TensorFlow",N/A
AI Chatbot Development,Hourly: $17-$41,N/A,"Artificial Intelligence
Chatbot Development
Natural Language Processing
Machine Learning",N/A
Python Developer for Web Scraping ASP.NET Applications,Hourly: $8-$25,N/A,"Data Scraping
Scrapy
pandas
Python",N/A
Google Bigquery - Webhook - Looker Dashboard Builder For Marketing Dashboard,Hourly: $35-$65,N/A,"Data Analysis
Data Visualization
Looker Studio
Google Analytics API
BigQuery
Supermetrics
Google Analytics
Google Tag Manager",N/A
AI/Chat GPT Instructor to help our workforce understand AI and ChatGPT to drive our business goals.,Hourly: $63-$150,N/A,"Artificial Intelligence
Machine Learning",N/A
IBM Watson Developer,Hourly: $20-$40,N/A,"IBM Watson
Artificial Intelligence
Machine Learning
Natural Language Processing",N/A
Seeking GIS Specialist for Affordable Housing Project,Hourly: $15-$25,N/A,GIS,N/A
Need Help with Brief Data Project,Hourly: $17-$50,N/A,"Data Scraping
SEO Backlinking",N/A
Need data of all 301 redirecting domains pointing to a specific domain,Fixed-price,N/A,"Node.js
Amazon Web Services
Python
Cloud Development",N/A
Scientific Software Engineer,Hourly: $15-$45,N/A,"Health Science
Science
Communications
Human Body
Social Media Marketing
Research Interviews
Health
Health & Fitness
Health & Wellness",N/A
Share Your Scientific Body Composition & Shape Story,Fixed-price,N/A,"Data Extraction
Data Entry
Google Sheets
Microsoft Excel",N/A
Extract information from Google Sheet,Hourly,N/A,"GIS
GIS Software",N/A
Spatial planning for offshore wind,Hourly: $30-$68,N/A,"Python
Anaconda",N/A
"Python - Error message, file is not UTF-8 encoded, saving disabled",Fixed-price,N/A,"C#
Git
Unity",N/A
Programmer for Realtime Generative Content Installation,Fixed-price,N/A,"Data Science
Machine Learning Model
Artificial Intelligence
Machine Learning
Content Writing",N/A
"Write a Journal Paper on Optimizing Healthcare Providers Preauthorization approval AI/ML , Gen AI",Fixed-price,N/A,"Data Extraction
ETL
ETL Pipeline
SQL
SQL Server Integration Services",N/A
SSIS Data Extraction and Transformation Expert,Hourly: $30-$50,N/A,N/A,N/A
Create AI model / Machine learning,Fixed-price,N/A,"Machine Learning
Artificial Intelligence",N/A
Python code security tool for on-premise deployment,Hourly,N/A,"Machine Learning Model
TensorFlow
Python",N/A
Statistics,Hourly: $40-$75,N/A,"Data Analysis
Statistics
Statistical Analysis",N/A
AI Research Topic,Hourly: $3,N/A,"Topic Research
Natural Language Processing
Artificial Intelligence
Machine Learning",N/A
Custom Stable Diffusion Image Models,Hourly: $10-$15,N/A,"Computer Vision
Python
Machine Learning",N/A
Excel Data Analysis,Hourly,N/A,"Data Analysis
Data Visualization
Microsoft Excel
Statistics",N/A
Revision of an application in Python for data analysis and visualization and data enrichment,Hourly: $10-$15,N/A,"SAP
Python
Software Architecture",N/A
Google Analytics Expert,Hourly: $10-$25,N/A,"Google Analytics
Google Tag Manager
Google Ads",N/A
Data collection,Fixed-price,N/A,"Data Entry
Data Collection
Data Mining
Data Scraping
Data Analysis
Microsoft Excel
Data Extraction",N/A
Prompt Engineer,Fixed-price,N/A,"ChatGPT
AI Chatbot
Python
Jinja2
Google Cloud Platform
Docker",N/A
SAS Miner (urgent),Fixed-price,N/A,"Data Mining
Data Analysis
SAS",N/A
Data Miner Needed For Marketing Agency,Hourly: $5-$10,N/A,"Data Scraping
Data Entry
Data Mining
Online Research
List Building",N/A
Need a tutor for cloud architecture,Hourly: $35-$80,N/A,"Cloud Architecture
Cloud Engineering Consultation
Autodesk AutoCAD
Python",N/A
Data mining,Hourly: $6-$11,N/A,"Data Mining
Data Scraping
Data Entry
Data Extraction
Microsoft Excel
Python
RapidMiner
NumPy
Lead Generation
Google Search",N/A
Reports and Dashboard Conceptualization,Hourly,N/A,"Data Visualization
Data Analysis",N/A
Build an Attribution Model in Google Analytics,Hourly: $30-$50,N/A,"Google Analytics
Analytics
Google Analytics API",N/A
Datta analysis using SPSS,Fixed-price,N/A,"Academic Writing
Quantitative Analysis
Research Papers
Biostatistics",N/A
Tableau pyramid/butterfly chart,Hourly: $10-$20,N/A,"Data Visualization
Tableau",N/A
Data Management | Data Extraction | Data Scraping |,Hourly: $8-$19,N/A,"Data Scraping
Data Extraction
Data Mining
Data Entry
Data Science
Microsoft Excel
Python
Lead Generation
Administrative Support
Accounting Software",N/A
Machine Learning Specialist,Hourly,N/A,"Data Analysis
Chatbot
Model Optimization
Machine Learning
Python
TensorFlow
Artificial Intelligence
Deep Learning
Python Scikit-Learn
Artificial Neural Network",N/A
Literature review on A Machine Learning Based Solution to Diagnose Crop Diseases,Fixed-price,N/A,"Data Science
Machine Learning
Deep Learning
Writing",N/A
Domain Validator - Web Data Extraction (ScrapBox or similar tool) Specialist,Fixed-price,N/A,"Data Scraping
Web Scraping
ScrapeBox",N/A
Position Machine Learning Engineer,Hourly: $35-$36,N/A,Machine Learning,N/A
AI Image Generative Software Developer,Hourly: $20-$40,N/A,"Artificial Intelligence
Computer Vision
TensorFlow
Neural Network
Machine Learning",N/A
"Stata or R expert (mechanical tasks based on explicit detailed instruction, nothing creative)",Fixed-price,N/A,"Data Analysis
R
Stata
Statistics
Regression Analysis",N/A
Creating a computer vision model for object detection,Hourly: $40-$80,N/A,"Computer Vision
Machine Learning
TensorFlow
Python
OpenCV
Artificial Intelligence
Deep Learning
Neural Network
Keras",N/A
AI / ML Developer in AWS,Hourly: $15-$25,N/A,"Data Science Consultation
Data Science
Chatbot
Machine Learning Model
Model Optimization
Python
Machine Learning
Amazon Web Services
AWS Lambda
Artificial Intelligence",N/A
Google Analytics 4 expert (GA4) to help me optimize my account,Hourly,N/A,Google Analytics,N/A
ML.NET anomaly user behavior detection,Fixed-price,N/A,"C#
Machine Learning
Deep Learning",N/A
Remote Full-Time Lead Data Scientist (AI),Hourly: $20-$50,N/A,"Data Science
Python
Machine Learning
Artificial Intelligence",N/A
Remote Part-Time Lead Data Scientist (AI),Hourly: $20-$50,N/A,"Data Science
Python
Machine Learning
Artificial Intelligence",N/A
Freelancer for Designing AI Automated Business Chatbots,Hourly: $10-$80,N/A,"Artificial Intelligence
Automation
Software",N/A
Hyperrealistc AI Generated Artist,Hourly: $40-$75,N/A,"AI Text-to-Image
AI-Generated Art
Stable Diffusion
Midjourney AI
Adobe Photoshop
Artificial Intelligence",N/A
Intern Jr Role Data Team - Winter 2023,Hourly,N/A,"Python Scikit-Learn
pandas
NumPy
Linear Regression
API Development
Docker
Naive Bayes Classifier
Recommender Systems Development",N/A
Desarrollador en Herramientas de Google,Hourly,N/A,"Search Engine Optimization
Google Analytics",N/A
Python Coder Needed,Hourly: $12-$25,N/A,"Data Science
Python
Automation
Machine Learning",N/A
Content Creator of Healthy Gaming,Hourly: $5-$35,N/A,"Case Studies
Gaming
Public Health
Health & Wellness
Video Game Writing
Content Writing
English
Video Ad",N/A
Machine learning task,Fixed-price,N/A,Machine Learning,N/A
NLP Implementation Manager for ChatGPT Chatbot on WordPress,Hourly: $50-$100,N/A,"ChatGPT
Natural Language Processing
WordPress
Technical Documentation
Dialogflow",N/A
Get the posterior of a unique paramater in cosmology context with Planck data,Fixed-price,N/A,"Python
Astrophysics",N/A
Python Machine Learning Subspace Identification,Fixed-price,N/A,"Data Science
Data Analysis
Python
Machine Learning
Python Scikit-Learn",N/A
No-code + PowerBI expert,Hourly: $30-$75,N/A,"Data Analysis
Dashboard
Microsoft Power BI
No-Code Development
Low-Code Development
Software Development",N/A
Mehr Freiheit im Alltag,Hourly: $15-$18,N/A,"Python
German
English
Tutoring
Minecraft",N/A
Data analyst expert in analysing colour signals and developing algorithms,Fixed-price,N/A,"Data Analysis
Data Science
Algorithm Development
Quantitative Analysis
Statistics",N/A
Power BI Developer,Hourly,N/A,"Data Analysis
Data Visualization
Data Modeling
Customer Service Analytics
SQL
Microsoft Power BI Development",N/A
I am looking for Ai research group,Fixed-price,N/A,"Data Science
Machine Learning
Convolutional Neural Network
Deep Learning
Deep Neural Network
Academic Writing
Research Paper Writing",N/A
Do Qualitative data and content analysis of youtube videos for a social science research project,Hourly: $17-$40,N/A,"Data Analysis
Qualitative Research
Research Methods
Topic Research
Academic Writing",N/A
High-speed big-data infrastructure developer and expert,Fixed-price,N/A,"Data Processing
Big Data
Python",N/A
Creation of Financial Dashboard - SAGE BI,Hourly: $35-$65,N/A,"Data Visualization
Dashboard
Presentations
Microsoft Excel
Financial Analysis
Financial Report
Business Intelligence
Sage",N/A
Data Scientist,Hourly: $17-$50,N/A,"Data Science
Data Mining
Python
Machine Learning",N/A
AI consultant,Hourly: $10-$70,N/A,Artificial Intelligence,N/A
Programme AIMMS Solve task,Fixed-price,N/A,Mathematica,N/A
Python Web automation and scraping expert,Hourly: $20-$65,N/A,"Data Scraping
Data Extraction
Data Mining
Data Science
Python
Selenium
Scripting",N/A
Azure Data Engineer,Hourly: $10-$20,N/A,"Data Integration
Data Engineering
Python
Microsoft Azure SQL Database
Microsoft Power BI
Databricks Platform
API",N/A
Big Data Engineer,Hourly: $30-$35,N/A,Big Data,N/A
Value stream mapping tutorial,Fixed-price,N/A,Value Stream Mapping,N/A
website used to allocate teaching assistant changing algorithm that use backtracking,Fixed-price,N/A,"JavaScript
Node.js
CSS
HTML
MongoDB",N/A
Web Data Extraction and Structuring,Fixed-price,N/A,"Data Scraping
Data Extraction
Screen Scraping
Web Scraping
Microsoft Excel
Python",N/A
I need to document an alteryx flow and capture all calculations and transformations within the flow.,Hourly: $17-$50,N/A,"Tableau
Alteryx Analytic Process Automation Platform
Alteryx, Inc.
Documentation
Microsoft Power Automate
Microsoft Excel
Business Modeling
Business Intelligence
Business Process Modeling",N/A
Looker Studio - Dashboard CHange,Fixed-price,N/A,"Looker Studio
Google Analytics",N/A
"Sr. Data engineer - SQL, Azure & Python",Fixed-price,N/A,"Python
SQL
Microsoft Azure
PySpark
Databricks Platform",N/A
Crypto/NFT Manager For Metaverse Project,Hourly: $10-$30,N/A,"Data Analysis
Cryptocurrency
Project Management
NFT
Market Analysis",N/A
Azure Developer,Fixed-price,N/A,"Python
SQL
Microsoft Azure
Databricks Platform",N/A
Move data from column to a json,Fixed-price,N/A,"Data Extraction
Data Integration
MySQL",N/A
CC-Need a list of Influencer from Youtube DATA MINING,Fixed-price,N/A,Data Mining,N/A
Need someone with experience in machine learning to create a chatbot using OpenAI API,Fixed-price,N/A,"Data Science
Machine Learning
Natural Language Processing
Artificial Intelligence
Deep Learning
API
Chatbot Development",N/A
Object detection demo,Fixed-price,N/A,"Computer Vision
Python
Deep Learning",N/A
Fulltime ML Contract,Hourly: $17-$22,N/A,"PyTorch
Python
Machine Learning
TensorFlow",N/A
Looker Studio Dashboard Builder,Hourly: $5-$20,N/A,"Data Visualization
Data Analysis
Data Modeling
Looker Studio
Tableau",N/A
"Vertex AI - creating a bot capable of ""learning"" from 1000 PDF documents with the embedding tech",Hourly: $3-$12,N/A,"Chatbot
Python
Machine Learning
Artificial Intelligence",N/A
American English Proofreader/Copyeditor,Hourly: $25-$65,N/A,"Blog Content
Article
Case Studies
English
Copy Editing
US English Dialect
Proofreading
Copywriting",N/A
Excel Sales Dashboard Required,Hourly,N/A,"Data Analysis
Data Visualization
Microsoft Excel
Microsoft Power BI",N/A
Excel and PowerPoint Data Analysis,Hourly: $37-$44,N/A,"Data Visualization
Data Analysis
Microsoft Excel
Microsoft PowerPoint",N/A
GoLang Developer - Bengaluru,Fixed-price,N/A,"Golang
API
Software Architecture & Design
Database",N/A
Python Developer - AI,Hourly: $35-$70,N/A,"Data Science
Python
Machine Learning
Artificial Intelligence
Natural Language Processing",N/A
Corpus Text Processing,Hourly,N/A,"Data Science
Data Entry
Natural Language Processing
Python
Machine Learning
C++
Deep Learning
TensorFlow
English",N/A
data visualizations PowerPoint,Hourly: $10-$20,N/A,"Presentations
Microsoft Excel
Microsoft PowerPoint",N/A
"Web scraping expert to grab entire HTML, CSS & images and push to another server",Hourly: $15-$40,N/A,"JavaScript
Python
HTML5
CSS",N/A
AI & Machine Learning Content Writer,Fixed-price,N/A,"Content Writing
Article Writing
Article
Writing
Artificial Intelligence
Machine Learning
Artificial Neural Network",N/A
Data Engineer,Hourly: $10-$15,N/A,"Data Warehousing
Python
DevOps",N/A
Accurate Poker Card Recognition,Fixed-price,N/A,"PyTorch
TensorFlow
Python
OpenCV
Hugging Face
Computer Vision",N/A
For Introduction to Data Science course SME/Writer (US-Based) with teaching experience required.,Fixed-price,N/A,"Data Science
Content Writing
Elearning
Subject-Matter Expertise
Writing",N/A
Prompt Engineer,Hourly: $18-$40,N/A,"Python
Writing
Creative Writing",N/A
Kafka Admin,Hourly: $10-$15,N/A,"Apache Kafka
Kubernetes",N/A
Custom Visual Sales Dashboard,Fixed-price,N/A,"Data Visualization
Dashboard
Microsoft Excel",N/A
Instance Segmentation from Single RGB image,Fixed-price,N/A,"PyTorch
Python
Image Processing
Computer Vision
TensorFlow
Keras
Neural Network",N/A
True AI Python Engineer,Hourly: $17-$41,N/A,"Python
Artificial Intelligence
Writing",N/A
Seeking Financial/Quantitative Model Designer,Hourly: $40-$80,N/A,"Financial Modeling
Financial Projection
Quantitative Finance
Python
Java",N/A
Health Data Analysis Expert,Hourly,N/A,"Data Analysis
Data Visualization
Microsoft Excel
IBM SPSS
Statistics",N/A
AI Prompt Engineer,Hourly: $35-$70,N/A,"Artificial Intelligence
Python
Machine Learning
TensorFlow",N/A
Conversion Rate Optimization Expert,Hourly: $40-$75,N/A,"A/B Testing
Hypothesis Testing
Crazy Egg
Google Tag Manager
Conversion Rate Optimization
Google Analytics
Google Optimize",N/A
One-off scraping request,Hourly: $30-$45,N/A,Data Scraping,N/A
Junior Python Data Extraction Engineer,Hourly: $5-$15,N/A,"Data Scraping
Python
SQLite",N/A
Excel Data Analyst and Visualization Specialist,Hourly,N/A,"Data Visualization
Data Entry
Dashboard
Microsoft Excel
Visual Basic for Applications
Spreadsheet Software
Automation
English",N/A
Real Estate Newsletter Creator,Fixed-price,N/A,"Graphic Design
Content Writing
Real Estate
Newsletter
Adobe Photoshop",N/A
Amzn vendor web scraping,Hourly: $15-$40,N/A,"Data Scraping
Microsoft Excel
PHP
JavaScript
Automation",N/A
Create Zillow scraper,Fixed-price,N/A,"Data Scraping
Web Scraping
Python
Automation
Scripting",N/A
Expert AI Developer: Detectron2 + AWS UI/UX - Image Analysis Competition,Fixed-price,N/A,"AWS Development
Front-End Development
Game UI/UX Design
Database Management
API Integration",N/A
Need someone to investigate discrepancy between generated data and generator configuration,Fixed-price,N/A,"Data Science Consultation
Deep Learning
Deep Learning Modeling
Model Tuning
Neural Network
PyTorch
TensorFlow
Python",N/A
Stable Diffusion Developer,Fixed-price,N/A,"AI Text-to-Image
Stable Diffusion Prompt
Generative AI Prompt
Artificial Intelligence",N/A
Python_hadoop,Hourly: $20-$50,N/A,"Python
Hive",N/A
Scripting & Automation for Software,Fixed-price,N/A,"Data Scraping
Automation
API
Scripting
Python
JavaScript
Java
C++
C#
PHP",N/A
Train OpenAI (ChatGPT) for my Website,Hourly,N/A,"PHP
ChatGPT API Integration",N/A
Need data mining specialist to clean my data and update contact information.,Fixed-price,N/A,"Data Scraping
Weka
Lead Generation
Web Scraping",N/A
Technical Content Writer (Data Science),Hourly: $10-$20,N/A,"Content Writing
Technical Writing
English
Blog Writing
Article Writing
SEO Writing
Article
Writing
Tech & IT",N/A
Create Algorithm,Fixed-price,N/A,"Data Science
Algorithm Development
Finance",N/A
Seeking an Experienced AI Software Development Company for Advanced Video Data Analysis Project,Fixed-price,N/A,"Data Analysis
Machine Learning
Artificial Intelligence
Software Development",N/A
Machine Learning Research Intern,Fixed-price,N/A,"Deep Learning
Machine Learning
PyTorch
Mathematics
Linear Algebra",N/A
Looking to use AI to extract data from a picture.,Hourly: $30-$35,N/A,"Data Science Consultation
Data Scraping
Machine Learning",N/A
RASA chatbot development help with python,Fixed-price,N/A,"Python
Natural Language Processing
Machine Learning
Chatbot Development
Bot Development
API",N/A
Clinical research: statistical support,Hourly: $25-$125,N/A,"Data Analysis
Statistics
Quantitative Research
Qualitative Research
Research Papers",N/A
Data Analytics Specialist for a Booking Platform,Hourly: $20-$35,N/A,"Data Analysis
Marketing Analytics
Growth Analytics
Report
Google Analytics
Analytics",N/A
Jupyter Notebooks,Fixed-price,N/A,Python,N/A
Handwritten Digit Recognition with Naive Bayes and k-NN,Fixed-price,N/A,"Data Entry
Machine Learning
Python
Neural Network
Deep Learning",N/A
Business Statistics Tutoring,Hourly: $10-$27,N/A,"Data Analysis
Statistics
Microsoft Excel
Business Intelligence
Tutoring",N/A
"Python, Hadoop",Fixed-price,N/A,"Python
R Hadoop
Hive
Oracle Exadata
Perl",N/A
Expert Web Scraping Developer for Live Stream Data Extraction,Hourly: $15-$35,N/A,"Data Scraping
Data Extraction
Python
JavaScript",N/A
AI/ML Expert for Message Processing Software Development,Hourly: $35-$41,N/A,"Python
Machine Learning
TensorFlow
Deep Neural Network
Artificial Intelligence
Microsoft SQL Server",N/A
CRO Specialist,Hourly: $40-$75,N/A,"Funnel Testing
Crazy Egg
Google Tag Manager
Mixpanel
Conversion Rate Optimization
A/B Testing
Landing Page
Google Analytics
Marketing Strategy",N/A
Improve Excel document,Fixed-price,N/A,"Data Processing
Data Visualization
Data Analysis
Microsoft Excel",N/A
Scrape Website,Fixed-price,N/A,"Data Scraping
Data Extraction
Web Scraping",N/A
AI & Machine Learning Innovation Lead,Hourly,N/A,"Data Science
Deep Learning
Natural Language Processing
Computer Vision
Artificial Intelligence
Machine Learning
Python
TensorFlow
Artificial Neural Network",N/A
Gpt-like LLM ai agent with own data,Hourly,N/A,Artificial Intelligence,N/A
Looking for companies with on-bench pool of developers for long-term collaboration on contract basis,Fixed-price,N/A,"Data Science
Java
Python
Ruby on Rails
Azure DevOps
React
Node.js
Salesforce",N/A
Google Analytics set up and configuation,Fixed-price,N/A,"Google Analytics
WordPress",N/A
Teach Me Google Analytics,Fixed-price,N/A,Google Analytics,N/A
Python - Portfolio Optimization Library Knowledge and Development,Fixed-price,N/A,"Data Analysis
Dashboard
Microsoft Excel
Python",N/A
Econometrics Project,Hourly,N/A,"Data Interpretation
Data Visualization
Data Analysis
Econometrics
R
Statistics
Economics",N/A
MERN Stack - ML Developer,Fixed-price,N/A,"Data Science
Chatbot
Machine Learning
Machine Learning Model
MongoDB
Node.js
React
JavaScript
API
Web Application",N/A
Use AI to Batch-OCR Scanned Documents,Hourly: $15-$150,N/A,"Data Scraping
Data Extraction
ETL Pipeline
OCR Algorithm
Artificial Intelligence",N/A
Data Visualization for an Annual Salary Study (PDF presentation),Fixed-price,N/A,"Data Visualization
Presentations
Graphic Design
Infographic
Microsoft Excel
Presentation Design",N/A
Computer Vision Data Preparation and Annotation,Hourly: $10-$20,N/A,Roboflow,N/A
Need Expert on Text-To-Video AI,Hourly: $40-$80,N/A,"Deep Learning
Machine Learning
Recurrent Neural Network",N/A
Data Scraping & Entry,Hourly: $4-$6,N/A,"Data Entry
Data Scraping
Data Extraction
Microsoft Excel
Spreadsheet Software
Sales Lead Lists
Lead Generation
Automation
Email Communication",N/A
Data Scraping of web pages,Hourly: $8-$25,N/A,"Data Scraping
PHP
Microsoft Excel",N/A
MDM (master data management) expert,Hourly: $25-$30,N/A,"Big Data
ETL
ETL Pipeline",N/A
Fine Tuning Kore.ai,Fixed-price,N/A,Chatbot,N/A
Data Extraction for Nursing School Passing Rates,Hourly: $5-$7,N/A,"Data Scraping
Data Extraction
Web Scraping
Beautiful Soup
Scrapy
Selenium
Camelot
Screen Scraping
Microsoft Excel",N/A
Build and Train on building a Power BI report of 365 licensing with Graph API,Hourly: $20-$50,N/A,Microsoft Power BI,N/A
Scrape Podcasts from a website.,Fixed-price,N/A,"Data Scraping
Data Extraction
Data Mining",N/A
Nlp researcher looking for help in work.,Hourly,N/A,"Large Language Model
Transformer Model
AI Chatbot
Conversational AI
Generative AI
NLP Tokenization
Hugging Face",N/A
Crop Identification and Yield Prediction Model using Remote Sensing and Machine Learning,Fixed-price,N/A,"Data Science
Python
Machine Learning
TensorFlow
Deep Learning
Remote Sensing",N/A
Help Create a Sportsbetting Model - UFC,Hourly: $17-$41,N/A,"Data Science
Machine Learning Model
Machine Learning
Recommendation System
Model Optimization
Model Tuning
Microsoft Excel
Python",N/A
Script Needed: Use Company Name and Website from Excel to Extract specific data,Fixed-price,N/A,"Data Scraping
Data Extraction
Data Science
Python
Scripting
API
Automation
Microsoft Excel
Google",N/A
AI Engineer,Hourly: $20-$40,N/A,"Artificial Intelligence
Machine Learning
Deep Learning",N/A
Excel or google sheet to show real time data from TradeStation or Interactive Brokers,Fixed-price,N/A,"Data Entry
Microsoft Excel
Automation
C++
Python
Trading Automation
API
Cryptocurrency",N/A
Excel or google sheet to show real time data from crypto broker,Fixed-price,N/A,"Data Entry
Microsoft Excel
Automation
C++
Python
Trading Automation
API
Cryptocurrency",N/A
Setup/Audit Google GA4 Analytics - Provide Actionable insights - for E-Commerce,Hourly: $20-$75,N/A,"Data Analysis
Google Analytics
Google Ads
Google Tag Manager",N/A
Personalised Custom AI Avatar Video Generation using Open Source Solutions and External API's,Hourly: $15-$25,N/A,"Machine Learning
Artificial Intelligence
Natural Language Processing
Deep Learning
Neural Network
Generative Adversarial Network
Generative AI",N/A
